접수번호,접수날짜,제조일자,불량유형_대,불량유형_중,불량유형_소,원인,유상/무상,처리내역,수리부품_x,수리비용,수리비용청구여부,제조년,접수년,수리부품_y,부품공급업체,Q.C담당
SL26063,2021-05-12,2020-07-19,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2020,2021,MAIN Pcb Board, C테크놀러지 , 이수현 
SL26064,2022-09-17,2022-08-31,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, C코닝 , 김민지 
SL26065,2023-04-30,2022-11-09,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2023,액정 Ass'y, C코닝 , 이수현 
SL26066,2022-09-23,2021-06-11,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, A액정 , 김민지 
SL26067,2023-02-18,2022-11-05,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2023,액정 Ass'y, C코닝 , 김민지 
SL26068,2021-12-09,2021-11-13,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2021,MAIN Pcb Board, C테크놀러지 , 김민지 
SL26069,2022-11-04,2022-10-16,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, B사출 , 김민지 
SL26070,2021-12-02,2021-09-30,기능,전원,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구,2021,2021,Fuse, A상사 , 이수현 
SL26071,2023-03-19,2023-03-16,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023,케이스, A케이스 , 이수현 
SL26072,2022-12-28,2022-07-25,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2022,MAIN Pcb Board, C테크놀러지 , 김민지 
SL26073,2021-12-21,2021-11-10,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구,2021,2021,컨넥터 Ass'y, A케이블 , 김민지 
SL26074,2022-04-12,2021-09-21,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, B패널 , 김민지 
SL26075,2021-06-05,2021-05-26,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, C커버 , 김민지 
SL26076,2021-09-08,2021-03-27,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, B패널 , 김민지 
SL26077,2022-01-16,2020-10-14,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2022,액정 Ass'y, B패널 , 이수현 
SL26078,2021-12-21,2021-11-27,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, C코닝 , 김민지 
SL26079,2021-10-02,2021-03-05,기능,버튼,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2021,2021,스위치 PCB Board Ass'y, C테크놀러지 , 이수현 
SL26080,2021-09-14,2021-08-19,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구,2021,2021,SMPS Pcb Board, B텍 , 김민지 
SL26081,2021-06-09,2020-05-20,기능,전원,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000,2020,2021,Battery, B전지 , 이수현 
SL26082,2022-10-06,2021-11-19,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2022,MAIN Pcb Board, C테크놀러지 , 김민지 
SL26083,2022-11-02,2022-10-15,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, C코닝 , 김민지 
SL26084,2022-06-27,2021-05-17,기능,버튼,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000,2021,2022,스위치 PCB Board Ass'y, A테크 , 이수현 
SL26085,2022-10-28,2022-06-14,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2022,MAIN Pcb Board, C테크놀러지 , 김민지 
SL26086,2022-10-29,2022-10-11,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, C커버 , 김민지 
SL26087,2023-01-04,2022-10-24,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2022,2023,Fuse, A상사 , 이수현 
SL26088,2021-08-13,2021-07-29,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구,2021,2021,Battery, C파워 , 김민지 
SL26089,2022-11-10,2022-07-01,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2022,MAIN Pcb Board, B텍 , 이수현 
SL26090,2022-11-25,2022-10-09,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2022,MAIN Pcb Board, A테크 , 김민지 
SL26091,2023-04-20,2022-05-18,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구,2022,2023,컨넥터 Ass'y, A케이블 , 이수현 
SL26092,2022-07-26,2022-06-08,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, A액정 , 김민지 
SL26093,2023-04-06,2022-08-08,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구,2022,2023,SMPS Pcb Board, A테크 , 이수현 
SL26094,2021-12-12,2021-07-17,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구,2021,2021,컨넥터 Ass'y, C텍 , 김민지 
SL26095,2022-09-27,2022-04-01,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2022,MAIN Pcb Board, B텍 , 김민지 
SL26096,2021-10-14,2021-06-12,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021,케이스, A케이스 , 이수현 
SL26097,2022-11-30,2022-10-28,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2022,MAIN Pcb Board, C테크놀러지 , 김민지 
SL26098,2022-10-02,2022-09-24,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, A케이스 , 이수현 
SL26099,2021-08-17,2020-08-18,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2020,2021,액정 Ass'y, B패널 , 김민지 
SL26100,2023-04-07,2023-03-08,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023,케이스, A케이스 , 김민지 
SL26101,2022-07-23,2022-07-11,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, C코닝 , 김민지 
SL26102,2022-09-29,2022-09-22,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, A액정 , 이수현 
SL26103,2022-08-01,2022-07-16,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, A케이스 , 이수현 
SL26104,2022-10-04,2022-07-13,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2022,2022,Battery, C파워 , 이수현 
SL26105,2022-09-07,2022-06-01,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2022,MAIN Pcb Board, A테크 , 이수현 
SL26106,2022-07-26,2021-07-16,기능,버튼,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2021,2022,MAIN Pcb Board, C테크놀러지 , 김민지 
SL26107,2022-08-08,2022-04-25,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, C코닝 , 김민지 
SL26108,2022-04-17,2021-07-26,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, B패널 , 김민지 
SL26109,2022-01-04,2021-12-14,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2022,액정 Ass'y, C코닝 , 김민지 
SL26110,2022-09-23,2022-09-10,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, B패널 , 김민지 
SL26111,2021-05-08,2020-12-29,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구,2020,2021,SMPS Pcb Board, B텍 , 김민지 
SL26112,2021-11-09,2020-11-24,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2020,2021,MAIN Pcb Board, A테크 , 이수현 
SL26113,2023-02-02,2022-06-04,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2023,MAIN Pcb Board, A테크 , 김민지 
SL26114,2022-06-29,2022-06-06,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, B패널 , 이수현 
SL26115,2021-07-08,2020-11-14,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021,케이스, A케이스 , 김민지 
SL26116,2021-05-10,2021-04-16,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, C코닝 , 이수현 
SL26117,2021-11-05,2021-05-27,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구,2021,2021,Battery, C파워 , 이수현 
SL26118,2022-09-16,2021-06-06,기능,전원,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2021,2022,MAIN Pcb Board, B텍 , 이수현 
SL26119,2022-07-20,2022-06-22,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, B사출 , 김민지 
SL26120,2021-12-10,2021-11-17,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021,액정 Ass'y, B패널 , 이수현 
SL26121,2022-09-02,2021-11-28,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022,케이스, B사출 , 이수현 
SL26122,2023-03-03,2022-08-14,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2023,MAIN Pcb Board, A테크 , 이수현 
SL26123,2022-09-02,2022-08-29,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, A액정 , 김민지 
SL26124,2021-09-03,2021-03-06,기능,버튼,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2021,2021,스위치 PCB Board Ass'y, A테크 , 김민지 
SL26125,2023-03-15,2021-12-04,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2023,케이스, A케이스 , 이수현 
SL26126,2022-12-19,2022-10-21,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022,액정 Ass'y, C코닝 , 이수현 
SL26127,2021-11-10,2021-03-25,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구,2021,2021,SMPS Pcb Board, A테크 , 이수현 
SL26128,2022-05-11,2022-04-10,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구,2022,2022,컨넥터 Ass'y, A케이블 , 김민지 
SL26129,2021-07-22,2021-02-14,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, B패널 , 김민지 
SL26130,2023-04-21,2022-03-08,기능,버튼,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2022,2023,MAIN Pcb Board, C테크놀러지 , 김민지 
SL26131,2023-04-07,2022-05-27,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2023,케이스, A케이스 , 이수현 
SL26132,2022-07-12,2021-05-28,기능,전원,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000,2021,2022,Fuse, A상사 , 이수현 
SL26133,2022-06-14,2022-06-08,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, A케이스 , 이수현 
SL26134,2022-05-10,2021-03-21,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, C코닝 , 이수현 
SL26135,2022-01-21,2022-01-15,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, B사출 , 김민지 
SL26136,2022-03-27,2022-03-06,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, B패널 , 김민지 
SL26137,2022-01-01,2021-04-06,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, B패널 , 김민지 
SL26138,2022-12-02,2022-08-25,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2022,2022,Battery, B전지 , 김민지 
SL26139,2021-07-09,2021-04-29,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021,액정 Ass'y, C코닝 , 김민지 
SL26140,2022-04-14,2021-04-23,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2022,MAIN Pcb Board, C테크놀러지 , 김민지 
SL26141,2021-06-17,2021-05-20,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2021,2021,스위치 PCB Board Ass'y, B텍 , 김민지 
SL26142,2021-07-18,2020-11-18,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2020,2021,스위치 PCB Board Ass'y, C테크놀러지 , 김민지 
SL26143,2021-11-03,2021-10-31,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, C커버 , 김민지 
SL26144,2023-05-31,2022-09-06,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2023,액정 Ass'y, C코닝 , 이수현 
SL26145,2022-08-26,2022-05-06,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2022,MAIN Pcb Board, C테크놀러지 , 이수현 
SL26146,2021-11-12,2021-07-30,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2021,MAIN Pcb Board, C테크놀러지 , 김민지 
SL26147,2021-07-07,2021-04-24,기능,화면,안켜짐,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2021,MAIN Pcb Board, B텍 , 김민지 
SL26148,2022-03-31,2021-07-31,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022,케이스, A케이스 , 이수현 
SL26149,2022-05-23,2021-08-01,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022,케이스, B사출 , 이수현 
SL26150,2022-07-06,2021-06-12,기능,버튼,두번 터치됨,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2021,2022,MAIN Pcb Board, A테크 , 김민지 
SL26151,2021-06-23,2021-05-28,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, A케이스 , 김민지 
SL26152,2021-10-15,2021-06-10,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2021,MAIN Pcb Board, C테크놀러지 , 이수현 
SL26153,2023-03-29,2023-03-23,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2023,2023,액정 Ass'y, B패널 , 이수현 
SL26154,2021-07-17,2020-09-17,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2021,액정 Ass'y, B패널 , 김민지 
SL26155,2022-05-21,2021-05-03,기능,화면,안켜짐,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2021,2022,MAIN Pcb Board, C테크놀러지 , 이수현 
SL26156,2022-09-18,2022-01-05,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022,케이스, C커버 , 김민지 
SL26157,2021-06-03,2021-05-30,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, B패널 , 김민지 
SL26158,2021-06-02,2020-02-27,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2021,액정 Ass'y, B패널 , 김민지 
SL26159,2022-11-29,2022-02-28,기능,버튼,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2022,2022,스위치 PCB Board Ass'y, C테크놀러지 , 이수현 
SL26160,2021-12-28,2021-12-10,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, B패널 , 이수현 
SL26161,2022-11-27,2021-12-28,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, A액정 , 김민지 
SL26162,2022-09-07,2022-05-06,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022,액정 Ass'y, B패널 , 김민지 
SL26163,2021-05-26,2021-05-15,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, B사출 , 김민지 
SL26164,2023-03-08,2022-08-31,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2022,2023,액정 Ass'y, B패널 , 이수현 
SL26165,2023-01-25,2022-05-29,기능,전원,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구,2022,2023,Fuse, A상사 , 이수현 
SL26166,2021-07-07,2021-06-17,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, A케이스 , 이수현 
SL26167,2022-03-19,2022-02-25,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, C코닝 , 김민지 
SL26168,2022-07-23,2022-04-17,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2022,MAIN Pcb Board, C테크놀러지 , 김민지 
SL26169,2023-03-08,2023-02-19,기능,버튼,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2023,2023,스위치 PCB Board Ass'y, B텍 , 김민지 
SL26170,2021-07-12,2020-03-29,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021,케이스, A케이스 , 김민지 
SL26171,2022-09-07,2021-11-15,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, B패널 , 김민지 
SL26172,2021-08-28,2021-05-26,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2021,MAIN Pcb Board, B텍 , 김민지 
SL26173,2021-06-03,2020-12-25,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2021,액정 Ass'y, B패널 , 김민지 
SL26174,2023-03-31,2023-03-21,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023,케이스, A케이스 , 김민지 
SL26175,2021-07-27,2021-06-28,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, A케이스 , 김민지 
