접수번호,접수날짜,제조일자,불량유형_대,불량유형_중,불량유형_소,원인,유상/무상,처리내역,수리부품,수리비용,수리비용청구여부
SL25985,2022-11-02,2022-06-07,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25986,2022-10-25,2021-08-07,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25987,2023-02-01,2022-10-14,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25988,2021-05-13,2021-04-18,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25989,2021-07-21,2021-07-10,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25990,2021-05-27,2020-04-03,기능,화면,안켜짐,컨넥터 이탈,유상,부품교체,컨넥터 Ass'y,18000,18000
SL25991,2021-12-04,2020-12-21,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구
SL25992,2021-05-02,2020-06-23,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25993,2021-08-19,2021-08-11,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25994,2022-04-27,2021-12-16,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
SL25995,2021-08-07,2020-09-18,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25996,2021-11-28,2021-11-08,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25997,2021-08-18,2021-01-29,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구
SL25998,2022-10-16,2022-07-02,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
SL25999,2021-10-23,2021-09-08,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL26000,2021-05-20,2020-08-24,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
SL26001,2023-04-22,2023-02-27,기능,화면,안켜짐,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL26002,2023-02-25,2022-02-22,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL26003,2022-12-04,2022-11-04,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL26004,2023-03-27,2022-06-25,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL26005,2023-03-02,2021-11-20,기능,화면,안켜짐,컨넥터 이탈,유상,부품교체,컨넥터 Ass'y,18000,18000
SL26006,2022-05-22,2022-01-25,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL26007,2022-08-06,2022-07-23,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
SL26008,2023-04-22,2022-07-05,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구
SL26009,2022-01-30,2022-01-28,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL26010,2022-02-23,2021-03-31,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구
SL26011,2023-05-30,2022-02-10,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL26012,2021-05-09,2021-05-04,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL26013,2023-02-10,2023-01-18,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL26014,2022-01-29,2021-10-27,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
SL26015,2022-12-11,2021-11-06,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL26016,2022-01-14,2021-12-30,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL26017,2021-08-06,2021-05-31,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL26018,2022-11-23,2022-06-17,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL26019,2021-11-18,2021-09-15,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
SL26020,2021-08-14,2021-07-19,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL26021,2021-12-13,2021-02-03,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL26022,2022-05-31,2021-08-07,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL26023,2022-08-18,2021-10-30,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL26024,2021-09-14,2020-07-01,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL26025,2022-10-09,2022-09-21,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL26026,2022-11-28,2022-11-09,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL26027,2023-02-02,2023-01-06,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL26028,2021-10-16,2021-08-19,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL26029,2022-10-03,2022-09-06,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
SL26030,2023-01-09,2021-11-03,기능,전원,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000
SL26031,2022-04-28,2021-05-21,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구
SL26032,2022-01-08,2021-09-06,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL26033,2022-09-04,2021-07-13,기능,버튼,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
SL26034,2023-03-14,2023-03-02,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL26035,2022-10-15,2022-09-26,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL26036,2023-05-26,2022-11-16,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL26037,2021-08-24,2021-04-15,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL26038,2023-03-27,2021-12-31,기능,전원,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL26039,2021-05-31,2021-05-21,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL26040,2023-03-05,2022-01-15,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL26041,2021-05-18,2020-08-09,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL26042,2023-03-28,2022-11-17,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL26043,2022-09-02,2022-04-21,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
SL26044,2023-05-06,2023-04-19,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL26045,2021-09-29,2020-09-27,기능,버튼,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
SL26046,2021-07-22,2021-06-20,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL26047,2021-11-23,2021-04-27,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL26048,2023-03-27,2023-03-18,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL26049,2022-01-05,2021-08-01,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL26050,2021-08-15,2020-12-18,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL26051,2022-03-13,2021-04-09,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL26052,2022-03-25,2021-05-17,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
SL26053,2023-04-11,2022-01-29,기능,전원,켜지지 않음,전원스위치 고장,유상,부품교체,SMPS Pcb Board,45000,45000
SL26054,2023-01-10,2022-08-07,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL26055,2023-01-04,2022-09-26,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구
SL26056,2021-11-17,2021-08-17,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL26057,2021-09-06,2020-06-21,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL26058,2021-12-14,2021-09-17,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구
SL26059,2021-07-05,2021-06-27,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL26060,2022-09-02,2021-06-02,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
SL26061,2022-11-28,2022-07-09,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구
SL26062,2023-05-28,2022-12-08,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL26063,2021-05-12,2020-07-19,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL26064,2022-09-17,2022-08-31,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL26065,2023-04-30,2022-11-09,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL26066,2022-09-23,2021-06-11,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL26067,2023-02-18,2022-11-05,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL26068,2021-12-09,2021-11-13,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL26069,2022-11-04,2022-10-16,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL26070,2021-12-02,2021-09-30,기능,전원,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구
SL26071,2023-03-19,2023-03-16,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL26072,2022-12-28,2022-07-25,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL26073,2021-12-21,2021-11-10,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구
SL26074,2022-04-12,2021-09-21,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL26075,2021-06-05,2021-05-26,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL26076,2021-09-08,2021-03-27,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
SL26077,2022-01-16,2020-10-14,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL26078,2021-12-21,2021-11-27,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL26079,2021-10-02,2021-03-05,기능,버튼,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL26080,2021-09-14,2021-08-19,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
SL26081,2021-06-09,2020-05-20,기능,전원,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000
SL26082,2022-10-06,2021-11-19,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL26083,2022-11-02,2022-10-15,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL26084,2022-06-27,2021-05-17,기능,버튼,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
SL26085,2022-10-28,2022-06-14,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL26086,2022-10-29,2022-10-11,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL26087,2023-01-04,2022-10-24,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구
SL26088,2021-08-13,2021-07-29,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구
SL26089,2022-11-10,2022-07-01,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL26090,2022-11-25,2022-10-09,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL26091,2023-04-20,2022-05-18,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구
SL26092,2022-07-26,2022-06-08,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
SL26093,2023-04-06,2022-08-08,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
SL26094,2021-12-12,2021-07-17,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구
SL26095,2022-09-27,2022-04-01,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL26096,2021-10-14,2021-06-12,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL26097,2022-11-30,2022-10-28,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL26098,2022-10-02,2022-09-24,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL26099,2021-08-17,2020-08-18,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
SL26100,2023-04-07,2023-03-08,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL26101,2022-07-23,2022-07-11,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL26102,2022-09-29,2022-09-22,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL26103,2022-08-01,2022-07-16,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL26104,2022-10-04,2022-07-13,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
SL26105,2022-09-07,2022-06-01,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL26106,2022-07-26,2021-07-16,기능,버튼,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL26107,2022-08-08,2022-04-25,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
SL26108,2022-04-17,2021-07-26,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL26109,2022-01-04,2021-12-14,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL26110,2022-09-23,2022-09-10,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL26111,2021-05-08,2020-12-29,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
SL26112,2021-11-09,2020-11-24,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL26113,2023-02-02,2022-06-04,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL26114,2022-06-29,2022-06-06,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL26115,2021-07-08,2020-11-14,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL26116,2021-05-10,2021-04-16,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL26117,2021-11-05,2021-05-27,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구
SL26118,2022-09-16,2021-06-06,기능,전원,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL26119,2022-07-20,2022-06-22,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL26120,2021-12-10,2021-11-17,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL26121,2022-09-02,2021-11-28,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL26122,2023-03-03,2022-08-14,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL26123,2022-09-02,2022-08-29,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL26124,2021-09-03,2021-03-06,기능,버튼,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL26125,2023-03-15,2021-12-04,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL26126,2022-12-19,2022-10-21,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL26127,2021-11-10,2021-03-25,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
SL26128,2022-05-11,2022-04-10,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구
SL26129,2021-07-22,2021-02-14,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
SL26130,2023-04-21,2022-03-08,기능,버튼,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL26131,2023-04-07,2022-05-27,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL26132,2022-07-12,2021-05-28,기능,전원,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000
SL26133,2022-06-14,2022-06-08,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL26134,2022-05-10,2021-03-21,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
